	age	job	marital	education	default	balance	housing	loan	contact	previous	poutcome	y
1053	47	2	1	2	1	-535	1	0	1	0	3	0
1054	41	8	1	2	0	787	1	0	1	0	3	0
1055	36	5	3	3	0	3343	0	0	1	0	3	0
1056	63	3	2	2	0	3904	0	0	2	2	2	1
1057	23	5	3	3	0	736	1	0	1	0	3	0
1058	32	5	2	3	0	1390	0	0	1	0	3	0
1059	57	6	2	1	0	808	0	0	2	0	3	0
1060	48	5	2	3	0	1147	0	0	1	2	2	1
1061	49	8	2	2	0	1122	0	0	1	0	3	0
1062	50	10	2	2	0	-568	1	1	3	0	3	0
1063	33	2	2	1	0	1165	1	0	3	0	3	0
1064	53	8	1	2	0	-905	1	0	3	0	3	0
1065	30	11	2	3	0	0	1	0	1	0	3	0
1066	38	10	2	2	0	740	0	0	1	0	3	0
1067	44	5	2	2	0	8262	1	0	1	0	3	0
1068	39	1	3	2	0	14	1	1	3	0	3	0
1069	45	10	3	4	0	7108	1	1	1	3	1	0
1070	36	2	2	2	0	1049	1	0	1	0	3	1
1071	38	2	2	2	0	0	1	0	1	1	4	0
1072	36	4	2	2	0	419	1	0	3	0	3	0
1073	30	5	3	3	0	726	1	0	1	3	1	0
1074	28	10	1	3	0	594	1	1	3	0	3	0
1075	26	11	2	3	0	454	1	1	3	0	3	0
1076	54	12	2	2	0	2206	0	0	1	2	4	1
1077	38	1	2	3	0	1988	0	0	1	2	1	1
1078	32	10	3	3	0	0	0	0	1	0	3	0
1079	50	1	1	2	0	202	0	1	1	0	3	0
1080	43	2	2	2	0	667	1	0	3	0	3	0
1081	48	1	2	2	0	112	0	0	1	0	3	0
1082	57	4	2	1	0	50	0	0	1	0	3	0
1083	64	4	2	1	0	768	0	0	1	1	2	0
1084	26	8	1	2	0	74	1	0	3	0	3	0
1085	33	2	2	2	0	661	1	0	1	0	3	1
1086	50	7	2	2	0	3025	0	1	1	0	3	0
1087	47	7	2	3	0	751	0	0	1	0	3	0
1088	39	5	3	3	0	416	0	0	1	0	3	0
1089	52	8	2	1	0	14	0	1	1	0	3	0
1090	31	2	3	1	0	-502	1	0	3	0	3	0
1091	50	2	2	1	0	0	0	0	1	0	3	0
1092	47	10	2	2	0	599	1	0	1	0	3	0
1093	30	5	3	3	0	-218	1	0	1	0	3	0
1094	32	10	3	3	0	1012	0	0	1	0	3	0
1095	36	10	2	2	0	300	0	0	3	0	3	0
1096	46	10	2	3	0	217	1	0	1	2	4	0
1097	45	5	1	3	0	2096	0	0	1	2	1	0
1098	37	10	3	2	0	0	0	0	1	0	3	0
1099	58	4	2	1	0	5278	1	0	3	0	3	0
1100	59	5	2	3	0	1831	0	0	1	1	1	0
1101	28	5	2	3	0	1480	1	0	1	0	3	0
1102	48	5	2	3	0	7289	1	0	1	0	3	0
1103	55	2	2	4	0	1665	0	0	2	0	3	0
1104	37	2	3	1	0	851	1	0	1	1	1	0
1105	41	5	2	3	0	2885	0	0	1	0	3	0
1106	35	2	2	2	0	137	0	1	3	12	1	0
1107	34	2	3	2	0	1239	1	0	1	0	3	0
1108	43	5	3	3	0	146	0	0	1	5	4	0
1109	59	10	2	2	0	1	0	0	1	3	1	1
1110	50	2	1	1	0	-10	0	1	1	0	3	0
1111	37	10	2	2	0	480	0	0	1	8	4	1
1112	35	10	2	2	0	2789	1	0	1	1	1	0
1113	50	10	3	2	0	3897	0	0	1	0	3	0
1114	36	10	1	2	0	487	0	1	1	0	3	0
1115	41	1	2	2	0	5110	1	0	1	0	3	0
1116	28	5	2	3	0	318	1	0	3	0	3	0
1117	42	10	3	3	0	-411	1	0	1	3	1	0
1118	60	6	2	2	0	4820	0	0	3	0	3	0
1119	28	5	3	3	0	4937	1	0	2	0	3	0
1120	48	3	2	2	0	725	0	1	1	0	3	0
1121	51	3	2	3	0	5403	0	0	3	0	3	0
1122	32	10	2	3	0	4089	0	0	1	3	1	0
1123	35	10	2	3	0	188	0	0	1	0	3	0
1124	37	10	2	4	0	189	0	0	1	2	2	1
1125	38	2	1	2	0	2998	1	0	3	0	3	0
1126	77	6	2	2	0	610	0	0	1	0	3	0
1127	32	5	3	4	0	787	0	0	1	0	3	0
1128	43	10	1	2	0	167	0	0	1	0	3	0
1129	36	5	3	3	0	243	1	0	1	3	1	0
1130	29	5	2	3	0	877	0	0	1	0	3	0
1131	32	1	3	2	0	2817	1	0	1	0	3	0
1132	41	5	1	3	0	4567	1	1	1	0	3	0
1133	26	8	3	2	0	127	1	1	1	0	3	0
1134	34	2	2	1	0	176	0	0	1	0	3	0
1135	57	6	2	3	0	0	1	1	3	0	3	1
1136	36	8	3	2	0	1482	1	0	1	1	4	0
1137	42	2	2	2	0	3052	1	0	3	0	3	0
1138	35	10	1	2	0	56	0	0	1	0	3	0
1139	52	3	1	1	0	278	1	0	3	0	3	0
1140	36	5	3	3	0	3875	1	0	3	0	3	0
1141	46	10	2	2	0	-337	1	0	3	0	3	0
1142	60	5	1	3	0	366	0	0	1	0	3	1
1143	57	4	2	1	0	501	1	1	1	0	3	0
1144	48	5	2	3	0	998	1	0	1	0	3	0
1145	59	7	2	1	0	0	1	0	2	0	3	0
1146	39	5	2	3	0	246	0	0	1	0	3	0
1147	44	2	2	2	0	-182	1	1	1	0	3	0
1148	27	5	3	3	0	446	0	0	1	0	3	0
1149	59	6	2	2	0	1173	0	0	3	0	3	0
1150	36	10	1	2	0	5957	1	0	1	0	3	0
1151	44	1	2	2	0	205	0	0	1	0	3	1
1152	50	1	2	2	0	0	0	0	1	0	3	0
1153	41	5	1	3	0	369	1	0	2	0	3	0
1154	47	1	2	2	0	1934	0	1	1	1	1	0
1155	32	10	3	3	0	259	0	0	1	0	3	0
1156	38	2	2	2	0	284	1	1	3	0	3	0
1157	55	2	2	4	0	23	0	0	1	0	3	0
1158	38	5	3	3	0	1373	0	0	1	0	3	0
1159	31	5	3	3	0	62	1	0	1	5	1	0
1160	38	2	1	2	0	157	0	0	3	0	3	0
1161	29	11	3	3	0	991	0	0	1	0	3	0
1162	55	8	2	2	0	186	1	1	3	0	3	0
1163	35	11	2	2	0	977	1	0	1	1	4	0
1164	40	7	3	3	0	2893	0	0	1	0	3	0
1165	34	2	2	2	0	1897	1	1	1	0	3	0
1166	32	10	3	3	0	5514	0	0	1	1	2	1
1167	33	2	2	2	0	889	1	0	3	6	2	0
1168	33	5	2	3	0	273	1	0	3	0	3	1
1169	37	1	2	2	0	1193	0	0	1	0	3	0
1170	58	5	2	3	0	2729	0	0	3	0	3	0
1171	36	1	3	2	0	0	0	0	1	0	3	0
1172	42	2	2	2	0	230	1	0	3	0	3	0
1173	34	10	3	2	0	2729	1	0	1	1	2	0
1174	35	5	2	3	0	317	1	0	3	0	3	0
1175	60	4	2	1	0	517	0	0	3	0	3	0
1176	50	5	2	3	0	-470	1	0	1	3	1	0
1177	28	7	3	3	0	4579	0	0	1	0	3	1
1178	27	2	1	2	0	1	1	0	1	0	3	0
1179	37	5	2	3	0	5106	0	0	1	0	3	1
1180	31	10	2	3	0	636	1	0	1	0	3	1
1181	34	8	2	2	0	1076	0	0	1	6	2	1
1182	38	5	2	3	0	126	1	0	3	0	3	0
1183	32	7	2	2	0	-33	1	0	3	0	3	0
1184	37	10	2	2	0	430	0	0	1	0	3	0
1185	33	1	2	2	0	-6	1	0	3	0	3	0
1186	71	10	2	3	0	383	0	0	1	3	2	0
1187	27	10	2	2	0	130	1	0	1	0	3	0
1188	38	2	2	1	0	2569	0	0	3	0	3	0
1189	34	10	3	2	0	201	0	0	1	0	3	0
1190	54	6	1	3	0	0	0	0	3	0	3	1
1191	30	2	2	2	0	6	1	0	1	0	3	0
1192	35	3	3	2	0	475	0	1	1	0	3	0
1193	33	2	3	2	0	706	1	0	1	1	1	0
1194	36	5	2	2	0	1825	1	0	1	1	1	0
1195	59	7	2	3	0	185	0	0	1	1	1	0
1196	72	2	2	1	0	4415	0	0	2	0	3	0
1197	64	5	2	3	0	679	0	0	2	0	3	0
1198	53	10	1	2	0	320	0	0	1	0	3	0
1199	35	5	3	3	0	2988	1	0	1	0	3	0
1200	58	7	2	2	0	1407	1	0	3	0	3	0
1201	40	10	2	2	0	1270	0	0	1	0	3	0
1202	41	8	1	2	0	654	1	0	1	0	3	0
1203	48	6	2	1	0	5173	1	0	3	0	3	0
1204	44	3	2	3	0	3463	1	1	1	0	3	0
1205	39	2	2	4	0	0	0	0	1	3	1	0
1206	61	5	2	3	0	6016	0	0	1	0	3	1
1207	36	3	2	1	0	177	1	0	3	0	3	0
1208	28	5	2	3	0	3694	0	1	1	0	3	0
1209	58	6	3	2	0	1640	0	1	1	4	1	0
1210	60	1	1	2	0	174	1	0	1	1	1	0
1211	66	1	3	2	0	10177	0	0	1	0	3	0
1212	36	5	3	3	0	490	0	0	1	1	1	1
1213	49	7	2	2	0	2576	1	0	1	0	3	0
1214	40	8	2	2	0	0	0	0	3	0	3	0
1215	23	10	3	2	0	598	0	0	1	0	3	0
1216	29	5	3	3	0	15459	0	0	1	7	2	0
1217	44	2	2	1	0	271	1	1	3	0	3	0
1218	54	12	2	4	0	2508	0	0	3	0	3	0
1219	47	2	2	1	0	320	0	0	2	0	3	0
1220	33	1	2	3	0	640	0	0	1	0	3	0
1221	30	7	2	2	0	1772	1	0	1	0	3	0
1222	27	1	3	2	0	15	0	1	1	0	3	0
1223	49	5	1	3	0	2370	1	1	3	2	4	0
1224	27	8	3	2	0	201	1	0	3	0	3	0
1225	51	2	2	2	0	160	1	0	1	1	1	0
1226	32	1	1	2	1	5	1	1	1	2	4	0
1227	30	2	3	2	0	75	1	0	3	0	3	0
1228	33	1	2	2	0	4902	1	0	1	0	3	0
1229	27	2	3	1	0	-79	1	0	3	0	3	0
1230	75	6	1	2	0	1341	0	0	1	0	3	1
1231	37	8	1	2	0	490	1	0	1	0	3	0
1232	36	10	3	2	0	1521	1	0	3	0	3	0
1233	37	2	2	2	0	131	1	0	3	0	3	0
1234	35	5	2	3	0	8	1	0	3	0	3	0
1235	32	8	2	2	0	-632	1	1	1	0	3	0
1236	32	1	3	2	0	116	0	1	1	0	3	0
1237	35	1	2	1	0	189	1	0	1	0	3	0
1238	31	2	2	1	0	2	1	1	1	0	3	0
1239	28	2	3	2	0	4229	1	1	1	0	3	0
1240	27	8	2	2	0	54	1	0	1	1	1	0
1241	22	9	3	4	0	549	0	0	1	0	3	0
1242	35	2	2	1	0	298	1	0	1	2	1	0
1243	69	6	2	1	0	579	0	0	1	0	3	0
1244	37	3	3	3	0	1467	1	1	1	0	3	0
1245	45	1	3	2	0	0	1	0	1	0	3	0
1246	47	5	2	3	0	109	1	0	1	0	3	0
1247	52	5	2	3	0	-11	1	0	1	0	3	0
1248	33	8	2	2	0	90	1	0	1	0	3	0
1249	60	2	2	1	0	493	0	0	1	0	3	1
1250	33	5	1	2	0	1897	1	1	3	0	3	0
1251	44	1	2	2	0	2403	1	0	1	0	3	0
1252	38	3	2	2	0	868	0	0	1	0	3	0
1253	54	3	2	2	0	653	1	0	3	0	3	0
1254	32	11	1	1	0	0	0	0	1	0	3	0
1255	33	10	2	2	0	0	1	1	1	0	3	0
1256	55	8	1	2	0	218	1	0	3	0	3	0
1257	51	2	2	1	0	5050	0	1	3	0	3	0
1258	48	2	2	2	0	741	1	0	1	0	3	0
1259	37	8	3	2	0	1050	1	0	1	0	3	0
1260	33	8	3	2	0	-56	0	1	1	0	3	0
1261	30	2	2	1	0	1	1	1	2	0	3	0
1262	43	2	2	1	0	-98	1	1	1	3	4	0
1263	49	10	2	2	0	4667	1	0	3	0	3	0
1264	54	11	2	1	0	541	1	0	1	0	3	0
1265	31	11	2	3	0	7744	0	0	1	0	3	0
1266	54	12	2	4	0	895	0	0	1	0	3	1
1267	36	11	2	2	0	-129	1	0	1	0	3	0
1268	30	1	2	2	0	0	0	0	1	0	3	0
1269	27	10	3	2	0	158	0	0	3	0	3	1
1270	30	1	2	2	0	122	1	0	3	0	3	0
1271	30	2	2	2	0	673	1	0	3	0	3	0
1272	35	10	1	2	0	0	0	0	1	0	3	0
1273	33	8	1	2	0	411	1	0	3	0	3	0
1274	43	2	1	1	0	-97	1	1	1	0	3	0
1275	41	2	2	2	0	-217	1	0	1	3	4	0
1276	41	5	1	3	0	5037	0	0	1	5	4	1
1277	46	1	1	2	0	2232	0	0	1	0	3	1
1278	54	2	2	2	0	-932	1	0	3	0	3	0
1279	32	5	2	3	0	913	1	0	1	4	1	0
1280	30	10	3	3	0	236	1	0	3	0	3	0
1281	40	3	2	1	0	0	1	0	1	0	3	0
1282	30	2	2	1	0	2581	0	0	3	0	3	0
1283	27	1	2	2	0	639	0	1	1	0	3	0
1284	41	2	2	1	0	849	1	0	3	0	3	0
1285	54	8	2	2	0	386	1	0	1	0	3	0
1286	32	5	3	3	0	1218	1	0	2	0	3	0
1287	31	5	2	3	0	2603	1	0	1	0	3	1
1288	42	2	2	2	0	-921	1	0	3	0	3	0
1289	48	1	2	1	0	607	0	0	3	0	3	0
1290	34	2	2	1	0	79	1	0	1	0	3	0
1291	55	10	1	2	0	61	1	1	1	0	3	0
1292	49	10	2	2	0	1091	0	0	2	0	3	0
1293	46	5	1	3	0	743	0	0	3	0	3	0
1294	47	3	2	4	0	209	1	0	3	0	3	0
1295	24	5	3	3	0	172	0	0	1	0	3	0
1296	58	3	2	2	0	2	0	0	3	0	3	0
1297	32	5	3	3	0	41	0	0	1	0	3	1
1298	25	9	3	2	0	1116	1	0	1	0	3	0
1299	49	2	2	2	0	-55	0	0	3	0	3	0
1300	59	6	1	2	0	5845	0	0	1	0	3	1
1301	30	5	3	3	0	329	1	0	3	0	3	0
1302	46	2	2	2	0	494	1	0	3	0	3	0
1303	42	5	2	4	0	1519	0	0	1	1	2	1
1304	37	3	2	3	0	2685	0	0	3	0	3	0
1305	44	2	2	1	0	-14	1	1	3	0	3	0
1306	49	8	2	2	0	5673	0	1	1	0	3	0
1307	41	2	2	2	0	1459	0	0	3	0	3	0
1308	48	10	2	3	0	0	0	0	2	0	3	0
1309	31	5	2	2	0	625	1	0	1	1	1	0
1310	37	9	2	4	0	0	0	0	3	0	3	0
1311	51	8	2	2	0	867	1	0	1	3	1	0
1312	80	6	2	2	0	8304	0	0	2	12	1	1
1313	32	5	3	3	0	151	1	0	3	0	3	0
1314	48	8	2	1	1	-583	1	0	3	0	3	0
1315	49	2	2	3	0	1784	0	0	3	0	3	0
1316	30	5	2	3	0	3134	1	0	1	0	3	0
1317	27	7	3	2	0	49	1	0	1	0	3	0
1318	34	10	2	2	0	-346	0	0	1	0	3	0
1319	49	5	2	2	0	1623	1	0	1	0	3	1
1320	48	5	2	3	0	60	0	0	2	7	1	0
1321	40	8	2	2	0	17	0	0	1	0	3	0
1322	38	2	2	2	0	2008	1	0	1	0	3	0
1323	46	2	2	1	0	91	1	0	1	2	1	0
1324	41	3	2	3	0	171	1	0	1	4	1	0
1325	28	5	3	3	0	1027	1	0	1	0	3	0
1326	51	8	2	4	0	5801	1	0	3	0	3	0
1327	33	2	1	1	0	142	1	0	2	5	1	0
1328	26	5	3	3	0	205	0	0	3	0	3	0
1329	34	1	3	2	0	852	0	0	1	0	3	0
1330	27	2	2	2	1	-584	1	0	1	0	3	0
1331	42	7	2	2	0	97	0	0	1	0	3	0
1332	45	1	2	2	0	204	1	0	1	0	3	1
1333	31	10	3	2	0	628	1	0	3	0	3	0
1334	32	5	3	3	0	311	0	0	3	0	3	1
1335	39	2	2	1	0	1564	0	0	3	0	3	0
1336	26	2	3	2	0	856	1	1	1	0	3	0
1337	40	5	3	3	0	1509	0	0	1	1	1	0
1338	52	8	2	2	0	-888	0	0	1	0	3	0
1339	40	10	3	3	0	226	0	0	1	0	3	0
1340	48	10	2	2	0	127	0	1	1	0	3	0
1341	31	8	2	2	0	413	1	0	3	0	3	0
1342	27	1	2	2	0	710	1	1	1	2	2	1
1343	47	10	2	2	0	1233	1	0	3	2	4	1
1344	28	5	3	2	0	171	0	0	1	0	3	1
1345	40	5	1	3	0	69	1	0	1	2	1	0
1346	34	1	2	2	0	1499	1	0	1	2	1	0
1347	29	7	2	3	0	751	1	0	3	0	3	0
1348	36	5	2	3	0	61	0	1	1	0	3	0
1349	83	6	2	1	0	425	0	0	2	1	1	1
1350	55	8	1	1	0	2923	1	0	3	0	3	0
1351	43	5	1	3	0	99	0	0	1	0	3	0
1352	23	9	3	2	0	1021	0	0	2	0	3	0
1353	44	10	2	3	0	1146	0	0	1	0	3	0
1354	58	2	2	1	0	781	1	0	1	0	3	0
1355	29	1	3	2	0	1448	0	0	1	7	4	0
1356	30	5	3	3	0	604	0	1	1	0	3	0
1357	29	1	3	2	0	-194	1	0	1	0	3	0
1358	41	10	2	2	0	0	0	0	1	0	3	0
1359	35	4	2	1	0	0	1	0	1	0	3	0
1360	31	10	3	2	0	1014	1	0	1	0	3	0
1361	27	1	3	3	0	73	0	0	1	0	3	0
1362	47	8	2	2	0	2597	1	0	3	0	3	0
1363	53	7	2	3	0	2627	1	1	3	0	3	0
1364	34	5	2	3	0	1906	1	0	1	0	3	0
1365	34	2	2	1	0	-319	1	1	1	0	3	0
1366	36	5	2	3	0	-296	1	0	1	0	3	0
1367	40	10	2	2	0	169	1	0	1	0	3	0
1368	37	7	3	3	0	556	0	0	3	0	3	0
1369	65	6	1	4	0	300	0	0	1	0	3	0
1370	53	10	1	2	0	751	1	0	3	0	3	0
1371	28	10	3	2	0	126	0	0	1	0	3	0
1372	33	10	1	3	0	-386	1	0	3	0	3	0
1373	56	2	2	1	0	379	0	0	1	0	3	0
1374	45	7	2	2	0	706	0	0	1	1	2	0
1375	39	10	2	2	0	9121	0	0	3	0	3	0
1376	28	5	3	3	0	1466	1	0	1	0	3	0
1377	36	2	2	1	0	0	1	0	1	0	3	0
1378	41	2	2	1	0	951	1	0	1	0	3	0
1379	46	1	2	2	0	368	0	0	1	4	4	1
1380	41	2	2	2	0	121	1	0	1	5	4	0
1381	59	8	2	2	0	204	0	0	1	0	3	0
1382	24	1	2	2	0	299	1	0	1	1	1	0
1383	34	5	2	3	0	4170	1	0	3	0	3	0
1384	40	2	2	1	0	-335	1	0	3	0	3	0
1385	42	1	2	2	0	3165	1	0	3	0	3	0
1386	50	8	2	2	0	254	1	0	1	1	1	0
1387	25	5	3	3	0	553	1	0	1	1	1	0
1388	51	8	1	2	0	518	1	0	2	0	3	0
1389	50	5	2	3	0	85	0	1	1	0	3	0
1390	37	2	2	4	0	603	1	0	3	0	3	0
1391	21	8	3	2	0	361	0	0	2	1	4	0
1392	52	2	2	2	0	-98	1	0	3	0	3	0
1393	55	6	2	1	0	4424	0	0	1	0	3	0
1394	26	10	3	2	0	2610	1	1	3	0	3	0
1395	38	10	2	3	0	3234	0	0	1	0	3	1
1396	32	2	2	2	0	687	1	0	3	0	3	0
1397	31	2	2	2	0	631	1	0	3	0	3	0
1398	34	10	3	2	0	341	0	1	1	3	1	0
1399	33	10	3	3	0	316	0	0	1	0	3	0
1400	35	10	2	2	0	2	0	0	2	0	3	0
1401	44	5	2	4	0	415	1	0	2	0	3	0
1402	48	5	1	3	0	507	1	0	1	0	3	0
1403	29	2	2	2	0	912	1	0	1	0	3	0
1404	50	5	2	3	0	0	0	0	1	0	3	0
1405	37	2	2	1	0	37	1	0	1	1	4	0
1406	44	1	3	2	0	2524	0	0	3	0	3	0
1407	36	11	3	3	0	9019	1	0	3	0	3	0
1408	49	2	1	4	0	39	1	0	1	0	3	0
1409	31	2	2	2	0	0	1	0	3	0	3	0
1410	49	10	1	2	0	265	1	0	3	0	3	0
1411	35	2	3	2	0	0	1	0	1	4	4	1
1412	57	1	1	4	0	4012	0	0	1	0	3	0
1413	42	2	2	1	0	1520	1	0	1	0	3	0
1414	36	2	1	2	0	-140	1	0	3	0	3	0
1415	75	6	1	1	0	852	0	0	1	0	3	0
1416	38	2	3	2	0	578	1	0	3	0	3	0
1417	40	2	2	1	1	0	1	0	3	0	3	0
1418	38	8	3	2	0	2253	1	0	1	0	3	1
1419	34	5	3	3	0	1171	1	0	1	0	3	0
1420	29	10	3	3	0	452	1	0	1	0	3	0
1421	28	1	2	2	0	-97	1	0	1	2	2	0
1422	79	6	2	2	0	4738	0	0	2	0	3	0
1423	51	1	1	2	0	467	1	0	3	0	3	0
1424	32	9	3	3	0	0	0	0	1	6	4	0
1425	36	5	2	3	0	495	0	0	1	2	2	1
1426	38	3	2	2	0	157	0	1	1	1	4	0
1427	49	7	2	2	0	358	1	1	3	0	3	0
1428	42	8	2	2	0	292	1	0	1	0	3	0
1429	43	2	2	1	0	7343	1	0	3	0	3	0
1430	34	2	2	2	0	-563	1	0	3	0	3	0
1431	59	6	3	2	0	351	1	0	3	0	3	1
1432	35	12	2	1	0	365	0	0	1	0	3	0
1433	33	2	3	2	0	13494	1	0	3	0	3	0
1434	34	1	3	2	0	846	1	0	1	0	3	0
1435	64	6	2	2	0	1574	0	0	2	0	3	1
1436	34	3	2	3	0	-28	1	0	1	0	3	0
1437	77	6	2	3	0	0	0	0	1	1	2	1
1438	57	6	2	1	0	2927	0	1	2	0	3	0
1439	30	2	2	2	0	501	1	1	3	0	3	0
1440	56	4	1	1	1	1238	0	0	3	0	3	1
1441	49	12	2	4	0	301	0	0	1	0	3	0
1442	73	6	2	1	0	1388	0	0	1	3	2	0
1443	39	10	3	2	0	102	1	0	1	0	3	0
1444	57	10	1	1	0	13	1	0	1	2	1	0
1445	32	7	2	2	0	413	1	0	1	0	3	0
1446	32	10	3	3	0	4665	1	0	3	0	3	1
1447	45	1	2	2	0	638	1	0	1	0	3	0
1448	32	2	2	2	0	101	1	0	3	0	3	0
1449	31	5	2	3	0	1224	1	1	1	0	3	1
1450	49	7	2	2	0	1103	0	0	1	0	3	0
1451	29	8	2	2	0	3748	0	0	1	0	3	0
1452	55	10	2	2	0	955	1	0	1	0	3	0
1453	30	1	2	2	0	518	1	0	1	0	3	0
1454	45	8	3	1	0	1893	1	0	3	0	3	1
1455	39	10	2	3	0	14	0	0	1	0	3	0
1456	36	1	2	2	0	-423	1	1	3	0	3	0
1457	33	5	2	3	0	3696	0	0	1	3	1	0
1458	36	5	2	3	0	2987	1	0	1	0	3	1
1459	31	10	3	2	0	433	0	0	1	0	3	0
1460	36	10	2	4	0	756	0	0	1	0	3	0
1461	38	10	3	3	0	0	1	0	1	0	3	0
1462	33	12	2	2	0	2727	0	0	1	0	3	0
1463	40	10	2	2	0	93	1	0	3	0	3	0
1464	31	2	2	2	0	1766	0	1	1	0	3	1
1465	39	8	2	2	0	124	1	0	1	0	3	0
1466	33	1	2	3	0	69	0	1	1	0	3	0
1467	53	8	1	2	0	0	0	0	1	0	3	1
1468	38	5	2	3	0	0	1	0	1	2	1	0
1469	59	10	2	2	0	259	0	0	1	1	2	1
1470	55	2	2	1	0	4103	0	0	1	0	3	0
1471	38	10	3	3	0	744	1	0	1	12	4	0
1472	48	8	2	2	0	116	1	0	2	0	3	0
1473	53	2	2	2	0	70	1	0	3	0	3	0
1474	44	1	1	2	0	432	0	0	1	0	3	0
1475	57	5	2	3	0	1172	0	0	3	0	3	0
1476	29	2	3	2	0	9	1	0	1	0	3	0
1477	31	8	2	2	0	428	1	0	3	0	3	0
1478	35	10	3	3	0	7546	1	0	1	3	1	0
1479	31	2	2	1	0	620	0	0	1	0	3	0
1480	35	7	2	3	0	8647	0	0	1	0	3	0
1481	40	5	3	2	0	192	1	0	3	0	3	0
1482	39	2	2	2	0	0	1	0	1	2	1	0
1483	43	10	3	3	0	27733	1	0	3	0	3	0
1484	44	3	2	1	0	276	1	1	3	0	3	0
1485	29	10	3	2	0	113	0	0	1	4	2	1
1486	40	10	2	2	0	782	1	0	3	0	3	0
1487	33	3	2	1	0	82	1	0	1	0	3	0
1488	46	5	2	3	0	1008	0	0	1	0	3	0
1489	27	12	3	3	0	6421	0	0	2	0	3	0
1490	26	1	3	2	0	443	0	0	1	0	3	0
1491	41	10	2	2	0	351	1	0	1	0	3	0
1492	34	10	2	3	0	5060	1	0	1	0	3	0
1493	39	10	3	3	0	-41	0	1	1	0	3	0
1494	27	8	3	2	0	-124	0	0	1	0	3	0
1495	31	2	2	2	0	79	1	1	1	0	3	0
1496	44	11	3	2	0	3945	0	0	1	0	3	0
1497	55	6	2	3	0	197	0	1	1	0	3	0
1498	51	2	1	1	0	837	0	0	2	0	3	0
1499	50	5	2	3	0	-94	0	1	3	0	3	0
1500	30	8	2	2	0	1743	1	0	1	0	3	0
1501	46	10	2	2	0	57	0	0	3	0	3	1
1502	49	1	2	2	0	635	0	0	1	0	3	0
1503	56	6	2	2	0	-113	1	1	1	0	3	0
1504	47	1	1	2	0	225	0	0	1	0	3	1
1505	30	1	2	2	0	124	0	0	2	0	3	0
1506	36	3	3	2	0	475	0	0	1	0	3	0
1507	40	5	2	3	0	-7	0	1	2	0	3	0
1508	37	10	3	2	1	375	0	0	3	0	3	0
1509	42	1	1	2	0	936	0	0	1	0	3	1
1510	45	10	2	2	0	1415	1	0	1	1	1	0
1511	34	11	3	2	0	0	0	0	1	0	3	0
1512	27	1	3	2	0	3638	0	0	1	0	3	0
1513	30	2	2	2	0	-99	1	0	1	0	3	0
1514	32	10	2	2	0	167	1	1	1	0	3	0
1515	46	4	2	1	0	19	1	0	2	0	3	0
1516	29	7	2	3	0	242	1	0	1	0	3	0
1517	53	12	2	4	0	13	0	0	2	0	3	0
1518	32	10	2	2	0	286	0	0	1	4	1	0
1519	49	11	2	2	0	769	1	0	3	0	3	0
1520	35	5	2	3	0	93	0	0	1	1	4	0
1521	38	2	2	2	0	1663	1	0	1	1	1	0
1522	39	3	2	1	0	238	1	1	1	0	3	0
1523	34	10	3	2	0	2178	1	0	1	0	3	0
1524	42	2	2	1	0	792	1	1	1	12	4	0
1525	35	2	3	4	0	871	1	0	3	0	3	0
1526	60	1	2	2	0	1025	0	0	1	0	3	0
1527	57	10	1	2	0	63	1	0	3	0	3	0
1528	31	2	3	2	0	16	0	0	1	0	3	0
1529	29	5	3	2	0	417	0	0	1	0	3	0
1530	41	8	2	2	0	3992	1	0	2	0	3	0
1531	46	2	2	1	0	2749	1	0	1	0	3	0
1532	33	10	2	2	0	133	0	0	1	0	3	1
1533	32	2	3	2	0	1721	1	0	3	0	3	0
1534	54	5	1	3	0	2171	1	1	2	0	3	1
1535	37	8	2	2	0	4760	1	0	1	2	1	0
1536	32	10	3	2	0	2979	0	0	1	0	3	0
1537	43	5	2	3	0	690	1	0	1	0	3	0
1538	50	2	1	2	0	203	1	0	2	4	4	0
1539	34	2	2	2	0	322	1	0	1	0	3	0
1540	31	1	1	2	0	1210	0	0	1	0	3	0
1541	43	7	2	2	0	634	1	0	1	1	1	0
1542	49	3	2	2	0	273	0	0	1	0	3	0
1543	22	9	3	4	0	47	0	0	1	0	3	0
1544	35	5	2	3	0	1100	0	1	1	0	3	0
1545	56	1	2	2	0	0	1	0	2	0	3	0
1546	53	2	2	2	0	0	0	0	2	0	3	0
1547	54	3	2	3	0	1544	0	1	1	3	1	0
1548	32	8	3	4	0	6145	1	0	1	13	1	0
1549	41	7	2	2	0	28	1	0	1	0	3	0
1550	40	2	2	2	0	1012	1	0	1	0	3	0
1551	33	2	2	1	0	245	1	1	1	0	3	0
1552	33	5	3	3	0	1998	0	0	1	0	3	0
1553	34	2	2	2	0	3990	1	0	1	0	3	0
1554	36	8	2	2	0	1328	1	0	3	0	3	0
1555	34	3	2	3	0	412	1	1	1	0	3	0
1556	55	5	2	1	0	229	0	1	3	0	3	0
1557	28	9	3	3	0	1562	0	0	1	0	3	1
1558	29	1	3	2	0	3432	1	0	1	0	3	0
1559	31	1	3	2	0	144	1	0	3	0	3	0
1560	52	5	2	3	0	1339	1	0	1	0	3	0
1561	54	8	2	4	0	386	0	1	1	1	2	0
